Phone Number,Account Length,VMail Message,Day Mins,Day Calls,Day Charge,Eve Mins,Eve Calls,Eve Charge,Night Mins,Night Calls,Night Charge,Intl Mins,Intl Calls,Intl Charge,CustServ Calls,Churn,Total Mins,Total Calls,Avg Calls per Day,HighServiceCaller
769-5598,606,88,9851.9,5745.0,937.4533,6418.02,3581.0,810.801,30860.01,5462.0,387.263,343.11,130.0,95.582,59,True,47473.04,14918.0,24.617161716171616,1
769-5599,21111,49,7817.5,9510.0,920.971,47894.73,4063.0,967.832,47652.22,3275.0,212.162,265.8,146.0,92.82000000000001,50,False,103630.25000000001,16994.0,0.8049831841220217,1
769-5655,484,110,33761.782,5221.0,1777.4741999999999,8339.1,5877.0,849.336,13587.9,4155.0,273.224,861.52,148.0,102.82,66,True,56550.301999999996,15401.0,31.820247933884296,1
769-5756,223,0,4727.4,1419.0,380.04999999999995,4235.71,1534.0,397.81100000000004,4103.9,1277.0,94.47,115.30000000000001,35.0,22.521,18,True,13182.31,4265.0,19.12556053811659,1
769-5765,488,1111,14029.4,5216.0,1772.491,12168.73,8269.0,1002.9422,15480.5,8800.0,494.8222,477.8,145.0,103.792,58,False,42156.43,22430.0,45.96311475409836,1
769-5766,328,30,2315.31,1284.0,1404.851,23181.61,3658.0,432.651,4051.0,1953.0,79.2,176.8,61.0,29.55,18,False,29724.72,6956.0,21.20731707317073,1
769-5797,2110,88,9224.74,8118.0,3455.412,49781.3,5590.0,1147.882,11232.62,5744.0,268.316,448.71999999999997,126.0,124.51,60,True,70687.38,19578.0,9.278672985781991,1
769-5799,449,82,6862.01,6465.0,1095.18,10095.199999999999,4218.0,549.448,10238.4,5052.0,229.6722,692.72,98.0,84.262,52,True,27888.33,15833.0,35.26280623608018,1
769-5869,21111,82,10691.5,4123.0,1760.853,6339.9,2400.0,1010.936,7509.9,4630.0,413.869,697.9200000000001,125.0,93.92999999999999,46,False,25239.22,11278.0,0.5342238643361281,1
769-5878,408,0,4033.4,2432.0,330.001,4118.0,3536.0,210.97,3955.8999999999996,3801.0,71.101,139.5,44.0,32.05,26,True,12246.8,9813.0,24.051470588235293,1
769-5898,440,0,7434.22,7999.0,1286.571,7672.799999999999,5557.0,944.62,49450.9,6028.0,270.153,814.12,100.0,116.25,75,False,65372.04,19684.0,44.736363636363635,1
769-5899,408,46,12186.7,5563.0,3315.4840000000004,12049.42,4556.0,816.09,15089.22,8392.0,298.904,653.92,176.0,173.722,91,False,39979.26,18687.0,45.8014705882353,1
769-5956,449,82,10415.8,3480.0,1369.0539999999999,6457.6,7413.0,982.34,10035.8,3328.0,316.7722,738.22,109.0,100.882,50,True,27647.420000000002,14330.0,31.915367483296215,1
769-5959,2211,84,16718.381,2696.0,1368.02,9756.81,7747.0,610.744,10204.02,3432.0,193.951,329.71999999999997,66.0,90.5432,52,False,37008.931,13941.0,6.305291723202171,1
769-5966,400,88,5688.21,3820.0,2544.4932,31443.33,8037.0,795.989,10302.52,4298.0,171.2,442.4,128.0,104.69,44,False,47876.46,16283.0,40.7075,1
769-5976,1111,211,10837.32,3968.0,2000.76,7670.4,2458.0,752.7620000000001,12810.62,2858.0,270.749,267.61,88.0,74.784,73,True,31585.950000000004,9372.0,8.435643564356436,1
769-5978,486,48,8934.12,3682.0,1038.2821999999999,6316.5,6605.0,601.96,10345.9,4336.0,402.33,354.7,119.0,81.392,68,True,25951.22,14742.0,30.333333333333332,1
769-5979,1111,88,11555.5,9040.0,1533.0922,11713.599999999999,8947.0,770.4522,16368.82,6243.0,190.60999999999999,425.12,106.0,103.14,62,False,40063.04,24336.0,21.904590459045906,1
769-5995,449,88,27497.3,6343.0,4898.0199999999995,18813.1,18261.0,2240.04,27819.7,14471.0,1339.9460000000001,889.72,352.0,192.864,128,True,75019.81999999999,39427.0,87.81069042316258,1
769-5999,440,82,32154.982,6267.0,955.024,8062.139999999999,7057.0,764.4842,8459.52,6002.0,207.964,446.4,221.0,88.402,88,True,49123.04200000001,19547.0,44.425,1
769-6567,21111,20,5926.01,3635.0,2981.6551000000004,11273.0,6529.0,565.08,9490.2,4430.0,184.73499999999999,291.6,84.0,65.806,70,True,26980.81,14678.0,0.6952773435649662,1
769-6589,489,88,11895.199999999999,8647.0,3364.7822,16494.5,5707.0,784.842,8278.22,8515.0,255.552,338.0,190.0,111.3922,74,True,37005.92,23059.0,47.15541922290389,1
769-6787,1111,23,2256.51,3039.0,402.65,2072.61,3700.0,592.189,2128.31,3325.0,89.991,158.71,35.0,39.932,16,False,6616.14,10099.0,9.090009000900091,1
769-6788,21111,32,8386.62,7555.0,3510.3779999999997,10418.82,5453.0,1019.17,8555.24,8353.0,422.962,854.64,202.0,121.22,116,False,28215.32,21563.0,1.0214106390033633,1
769-6789,1111,23,6014.82,3864.0,1107.74,6219.62,4138.0,1000.348,6236.8,8435.0,212.102,376.6,172.0,104.28999999999999,46,False,18847.839999999997,16609.0,14.949594959495949,1
769-6875,1111,44,4337.71,1309.0,376.36,2302.8,1438.0,233.9,4745.2,1915.0,108.791,169.3,20.0,26.362000000000002,37,True,11555.009999999998,4682.0,4.214221422142214,1
769-6887,2112,48,1971.2,1453.0,248.121,4183.7,1354.0,426.02,4405.099999999999,2233.0,77.6,193.71,36.0,39.752,28,True,10753.71,5076.0,2.403409090909091,1
769-6888,21111,82,17540.0,7624.0,3626.682,16419.5,4908.0,1182.68,11828.119999999999,6959.0,378.602,573.9,143.0,102.682,50,True,46361.52,19634.0,0.9300364738761783,1
769-6889,2112,48,5291.2,8063.0,594.311,7490.8,3636.0,672.24,11793.6,7731.0,200.17,481.11,84.0,104.674,52,True,25056.71,19514.0,9.239583333333334,1
769-6895,1111,44,7734.13,7507.0,1085.392,8070.52,2936.0,572.232,8709.32,7082.0,222.311,329.62,66.0,66.33200000000001,79,True,24843.59,17591.0,15.833483348334834,1
769-6898,911,116,12685.92,5616.0,1668.524,13026.3,9624.0,1174.546,49660.42,6341.0,352.49,619.92,209.0,165.13400000000001,114,True,75992.56,21790.0,23.918770581778265,1
769-6899,2011,112,8076.1,6678.0,1503.592,7697.83,3502.0,724.932,7442.8,4792.0,253.928,221.73000000000002,60.0,63.561,47,True,23438.46,15032.0,7.47488811536549,1
769-6995,911,80,17593.3,8975.0,1489.682,12178.62,6830.0,1227.8342,53221.54,7880.0,436.3,555.82,184.0,129.672,74,True,83549.28,23869.0,26.20087815587267,1
769-7558,2112,112,2493.2,3468.0,327.07,4153.91,4336.0,231.24,4275.41,778.0,117.2511,156.7,62.0,30.901,22,True,11079.220000000001,8644.0,4.09280303030303,1
769-7567,408,48,29961.162,3677.0,1874.836,11598.32,4774.0,876.674,8338.74,11745.0,464.3562,716.92,147.0,103.812,68,True,50615.142,20343.0,49.86029411764706,1
769-7579,448,22,4312.41,1422.0,409.95,4745.9,3080.0,222.469,2432.7999999999997,2238.0,77.402,115.3,32.0,23.401,8,True,11606.409999999998,6772.0,15.116071428571429,1
769-7586,220,0,11841.42,7547.0,1301.824,11872.62,4677.0,1219.25,11250.22,7055.0,418.462,959.8,127.0,108.612,56,True,35924.060000000005,19406.0,88.2090909090909,1
769-7587,468,22,9117.9,5343.0,740.3,11428.3,3442.0,567.731,7832.9,4441.0,299.221,696.03,101.0,92.301,58,True,29075.129999999997,13327.0,28.476495726495727,1
769-7595,2211,1111,33226.862,6809.0,1434.264,9011.52,6014.0,760.014,53896.12,5021.0,295.23,539.62,155.0,123.662,107,True,96674.122,17999.0,8.140660334690185,1
769-7599,454,32,6833.71,4920.0,1074.28,50462.62,9758.0,943.331,9789.1,5424.0,217.2142,248.6,101.0,54.775,28,False,67334.03000000001,20203.0,44.5,1
769-7655,404,119,7652.9,8858.0,1835.158,12034.4,9875.0,805.8922,12942.619999999999,9083.0,340.0662,600.2,159.0,89.014,78,True,33230.119999999995,27975.0,69.2450495049505,1
769-7656,448,82,29787.862,7965.0,3531.65,11907.02,11030.0,1165.6122,14333.6,10566.0,563.424,481.02,158.0,149.9142,66,True,56509.50199999999,29719.0,66.33705357142857,1
769-7699,488,1111,32921.562,5988.0,1132.042,50095.840000000004,4744.0,1135.2821999999999,11796.140000000001,4796.0,316.622,499.22,199.0,117.388,54,True,95312.762,15727.0,32.22745901639344,1
769-7756,446,88,29052.962,8787.0,1758.772,15054.62,5721.0,795.424,15744.72,3333.0,345.14,559.4,170.0,136.972,62,True,60411.702000000005,18011.0,40.38340807174888,1
769-7777,280,40,12065.62,5721.0,1050.136,26970.01,3865.0,586.174,47062.73,7381.0,223.643,443.6,108.0,124.541,42,True,86541.96,17075.0,60.982142857142854,1
769-7779,2011,119,26281.691000000003,14412.0,2187.652,33561.0,11767.0,1218.4332,16959.0,9116.0,610.207,602.01,164.0,134.433,86,True,77403.701,35459.0,17.632521133764296,1
769-7785,2011,46,5229.8,6103.0,4186.62,10824.23,4598.0,642.745,30935.33,6074.0,279.022,851.8,114.0,148.164,54,False,47841.16,16889.0,8.39830929885629,1
769-7799,911,112,7723.62,4102.0,1117.132,6190.42,4666.0,629.73,11784.82,3627.0,304.602,336.71,111.0,74.941,32,True,26035.57,12506.0,13.727771679473106,1
769-7877,911,84,2354.5,3583.0,461.609,2368.7,1540.0,435.16200000000003,4799.599999999999,3442.0,143.42,78.4,35.0,22.321,22,True,9601.199999999999,8600.0,9.440175631174533,1
769-7897,911,84,5940.12,6254.0,1010.789,5767.22,3876.0,761.4920000000001,8534.9,5163.0,345.162,291.32,116.0,78.351,48,True,20533.559999999998,15409.0,16.914379802414928,1
769-7899,2611,119,8205.6,13257.0,1773.51,12229.22,4738.0,821.332,13731.0,7563.0,411.37,948.72,132.0,135.848,136,True,35114.54,25690.0,9.839142091152816,1
769-7959,488,88,2230.81,1567.0,365.44,4236.8,981.0,220.16,2011.1999999999998,3440.0,111.74000000000001,119.7,79.0,26.570999999999998,18,False,8598.510000000002,6067.0,12.432377049180328,1
769-7969,480,88,4296.5,1113.0,354.38100000000003,2256.5,3171.0,227.96,23129.010000000002,1603.0,84.50110000000001,199.6,44.0,44.421,20,True,29881.61,5931.0,12.35625,1
769-7987,454,88,9076.619999999999,9793.0,1530.6219999999998,8327.199999999999,4733.0,829.76,12131.22,6334.0,324.78999999999996,815.1999999999999,142.0,131.964,93,True,30350.24,21002.0,46.25991189427313,1
769-7989,2112,211,3862.5,1167.0,346.62,2318.6,676.0,215.44,2282.9,1422.0,105.352,110.2,46.0,29.17,16,False,8574.2,3311.0,1.5677083333333333,1
769-7995,229,112,4292.2,1353.0,286.421,3177.0,4083.0,224.16,4759.4,835.0,91.63,314.51,37.0,42.919,23,True,12543.109999999999,6308.0,27.54585152838428,1
769-7998,454,116,7382.7,4313.0,989.4332,5139.43,5310.0,925.409,26808.31,9344.0,394.082,527.7,148.0,115.2291,62,False,39858.14,19115.0,42.10352422907489,1
769-8576,1111,88,29623.582000000002,5341.0,1787.802,15915.52,5161.0,826.614,8472.82,3279.0,424.418,523.8,272.0,145.592,56,False,54535.722,14053.0,12.648964896489648,1
769-8579,1111,86,19429.760000000002,8181.0,2333.557,22192.11,10750.0,2117.5063999999998,28931.519999999997,16398.0,544.453,1693.14,342.0,241.685,168,True,72246.53,35671.0,32.10711071107111,1
769-8588,404,82,6885.0,4767.0,1500.6822,9763.8,3381.0,605.014,50208.33,4974.0,189.334,354.4,113.0,103.67999999999999,53,False,67211.53,13235.0,32.75990099009901,1
769-8758,2116,82,1946.51,1622.0,432.28,4087.21,1941.0,227.741,2654.1,1184.0,155.501,146.60999999999999,34.0,37.311,14,False,8834.43,4781.0,2.2594517958412097,1
769-8767,404,86,7883.7,4328.0,1084.5991,9874.130000000001,6509.0,628.202,12836.82,4096.0,209.11,480.23,74.0,119.22099999999999,32,True,31074.88,15007.0,37.146039603960396,1
769-8777,911,84,12951.281,1821.0,258.36199999999997,5922.5,4020.0,388.4011,4232.400000000001,3987.0,107.4411,131.02,35.0,28.061999999999998,8,False,23237.201000000005,9863.0,10.826564215148188,1
769-8779,911,84,39468.662000000004,9203.0,2337.372,17850.8,10150.0,2052.262,18244.42,15508.0,702.0544,1202.72,219.0,271.922,122,False,76766.602,35080.0,38.50713501646542,1
769-8787,2110,22,10135.529999999999,4570.0,1329.927,15331.03,5477.0,726.333,35145.93,4104.0,457.483,633.41,80.0,117.735,86,False,61245.9,14231.0,6.744549763033175,1
769-8859,21111,49,12959.84,5945.0,1251.9142,17406.92,4298.0,1156.692,11732.3,8915.0,402.552,538.3000000000001,100.0,132.668,77,True,42637.36,19258.0,0.9122258538202833,1
769-8877,488,23,4246.3,1451.0,327.53999999999996,2518.5,2114.0,228.73,23219.410000000003,1749.0,120.681,185.2,31.0,51.51,15,True,30169.410000000003,5345.0,10.952868852459016,1
769-8879,488,23,11627.6,3359.0,961.422,6252.92,4228.0,547.382,26771.71,4596.0,248.561,413.92,66.0,113.192,38,True,45066.149999999994,12249.0,25.100409836065573,1
769-8885,464,84,15238.119999999999,4748.0,1251.8,50359.32,4259.0,868.534,9491.1,10502.0,605.612,360.59999999999997,119.0,91.662,130,True,75449.14000000001,19628.0,42.30172413793103,1
769-8958,2116,82,5492.11,3945.0,910.54,8512.73,5652.0,969.241,6802.82,3932.0,425.82099999999997,425.72999999999996,113.0,107.431,42,False,21233.39,13642.0,6.447069943289225,1
769-8987,2211,44,3986.8999999999996,2028.0,304.07099999999997,2448.0,1345.0,239.22,4809.7,1072.0,56.682,119.6,60.0,27.731,29,False,11364.199999999999,4505.0,2.0375395748530076,1
769-8989,2211,82,10748.42,5113.0,738.655,5911.72,3973.0,561.0522000000001,8198.22,3085.0,154.584,330.8,132.0,84.88300000000001,82,False,25189.16,12303.0,5.564450474898236,1
769-8997,2110,88,8895.01,2260.0,1534.132,8574.8,3020.0,613.2,5740.11,3402.0,218.41400000000002,429.09999999999997,141.0,125.48299999999999,70,True,23639.019999999997,8823.0,4.181516587677725,1
769-9558,2112,112,10089.0,6778.0,1224.21,7862.8099999999995,6823.0,590.4722,12053.01,2304.0,408.2351,314.9,164.0,96.001,58,True,30319.72,16069.0,7.60842803030303,1
769-9567,2211,211,30251.262,6950.0,3475.962,10295.1,5162.0,922.5422,35032.0,10015.0,872.712,773.3199999999999,131.0,177.3142,82,True,76351.682,22258.0,10.06693803708729,1
769-9589,611,42,7443.3,3142.0,969.094,7421.8,3684.0,557.34,6137.0199999999995,10043.0,397.933,921.23,95.0,101.99199999999999,48,True,21923.35,16964.0,27.76432078559738,1
769-9598,21111,211,12187.2,6693.0,942.0600000000001,52399.32,4625.0,703.934,12433.9,8718.0,381.89,922.62,236.0,139.4,66,True,77943.04,20272.0,0.9602576855667662,1
769-9659,2011,88,10587.33,6081.0,609.669,68365.02,4460.0,1167.131,49773.12,2557.0,215.981,168.61,97.0,59.15,38,False,128894.08,13195.0,6.5614122327200395,1
769-9775,2211,82,11805.8,12490.0,5556.43,12785.32,3654.0,1546.524,8411.72,7000.0,360.63,538.52,111.0,116.142,32,True,33541.35999999999,23255.0,10.517865219357757,1
769-9777,2211,24,35965.982,5097.0,3531.44,15296.5,5367.0,1530.602,50220.54,4299.0,313.35,572.8000000000001,177.0,139.6,36,True,102055.822,14940.0,6.757123473541384,1
769-9789,223,88,7649.92,5041.0,1633.848,16057.8,9587.0,1186.4322,49900.62,13116.0,259.83000000000004,363.54,154.0,109.602,69,False,73971.87999999999,27898.0,125.10313901345292,1
769-9795,490,46,5487.01,5260.0,899.8532,5724.3,3616.0,752.671,5672.93,3877.0,268.2732,284.71,113.0,69.983,68,True,17168.95,12866.0,26.257142857142856,1
769-9859,2211,80,15133.199999999999,6603.0,1144.1322,8613.6,4190.0,1165.69,16078.7,6255.0,493.83,943.92,132.0,121.54599999999999,87,True,40769.42,17180.0,7.770239710538218,1
769-9875,2211,0,2755.1,1232.0,342.57,22902.410000000003,1352.0,391.87,2385.7,1651.0,115.48,153.8,37.0,37.74,16,True,28197.010000000002,4272.0,1.932157394843962,1
769-9879,2112,33,6969.62,4179.0,1400.1119999999999,49464.53,2583.0,736.922,9715.82,4428.0,245.324,497.13,164.0,99.132,38,False,66647.1,11354.0,5.37594696969697,1
769-9895,2211,211,19959.3,7322.0,2194.262,41123.61,13207.0,1290.742,22277.0,7994.0,635.9831,1224.52,214.0,224.911,94,False,84584.43000000001,28737.0,12.997286295793758,1
769-9898,2211,29,15421.199999999999,9235.0,1534.032,11204.199999999999,5625.0,1132.054,8661.8,5035.0,337.6122,943.52,207.0,171.4,82,True,36230.719999999994,20102.0,9.091813658977838,1
769-9955,1111,211,11676.4,9863.0,1127.02,34861.8,3941.0,1275.04,50134.42,7800.0,382.032,910.4200000000001,281.0,134.95,127,True,97583.04,21885.0,19.698469846984697,1
769-9957,911,112,20377.85,10996.0,4599.844,25907.399999999998,13218.0,1841.8873,23657.63,12900.0,825.58,1090.54,328.0,248.23499999999999,98,True,71033.42,37442.0,41.09989023051592,1
769-9959,21111,88,10622.11,4443.0,1245.792,9098.0,6668.0,580.4300000000001,5599.0,5148.0,273.164,286.9,199.0,98.531,73,True,25606.010000000002,16458.0,0.779593576808299,1
769-9965,2112,112,67164.044,19709.0,2994.246,67631.08,8954.0,1998.8700000000001,57334.56,14670.0,843.754,858.72,289.0,212.38,206,True,192988.404,43622.0,20.654356060606062,1
769-9969,2112,88,10495.62,3456.0,656.821,5677.5199999999995,4430.0,543.8199999999999,26557.91,5744.0,196.33110000000002,417.02,127.0,112.841,48,True,43148.07,13757.0,6.5137310606060606,1
769-9977,2011,211,10667.8,5846.0,2890.633,13684.0,4858.0,971.711,9888.9,4360.0,313.371,314.0,66.0,90.77,48,True,34554.7,15130.0,7.523620089507707,1
769-9979,449,110,6216.9,8389.0,963.92,6268.0,4237.0,972.528,47863.52,4618.0,336.312,857.9200000000001,111.0,130.414,85,False,61206.34,17355.0,38.652561247216035,1
769-9988,484,88,9999.009999999998,4796.0,1161.1,6307.9,4252.0,602.321,12162.83,4314.0,357.18199999999996,607.83,121.0,117.233,32,True,29077.57,13483.0,27.857438016528924,1
769-9989,2112,211,30707.739999999998,18254.0,7620.978,67320.54000000001,17730.0,2536.3082,31573.63,15325.0,933.5642,1383.32,445.0,359.31419999999997,169,True,130985.23000000001,51754.0,24.504734848484848,1
769-9995,2211,112,26930.681,12824.0,2620.864,23945.01,20933.0,1888.922,20793.34,10802.0,813.795,944.22,248.0,195.829,103,True,72613.251,44807.0,20.265490728177294,1
769-9998,444,82,7635.0199999999995,5002.0,1409.269,6065.9,3593.0,802.7620000000001,11000.9,3693.0,222.611,292.71,129.0,72.542,69,False,24994.53,12417.0,27.966216216216218,1
775-5555,290,32,11464.6,3637.0,1287.112,13825.42,11491.0,1230.994,53857.4,9289.0,483.89,442.02,217.0,124.114,75,True,79589.44,24634.0,84.9448275862069,1
775-5557,488,0,2346.5,2475.0,459.54,4787.3,1100.0,206.31,2426.1,3703.0,118.781,125.51,29.0,28.34,43,True,9685.41,7307.0,14.973360655737705,1
775-5558,2011,211,12065.4,9175.0,1739.122,8428.699999999999,4938.0,1211.766,15900.02,8972.0,145.794,502.22,126.0,143.49,68,False,36896.34,23211.0,11.542018896071607,1
775-5559,2211,0,9694.52,5279.0,1043.26,30029.32,3418.0,942.524,6074.3,5570.0,278.341,299.41,95.0,84.18,87,True,46097.55,14362.0,6.495703301673451,1
775-5565,2211,211,26701.8,8775.0,7652.726000000001,24316.899999999998,17584.0,1896.242,25120.12,10736.0,507.0682,1150.56,366.0,289.8302,116,True,77289.37999999999,37461.0,16.94301221166893,1
775-5567,440,40,1935.31,1202.0,355.792,4334.610000000001,2128.0,431.032,2422.7,1799.0,115.94,149.5,29.0,27.659,22,False,8842.119999999999,5158.0,11.722727272727273,1
775-5569,440,22,5114.41,2946.0,1266.794,7641.13,3223.0,1147.464,9875.6,4350.0,359.382,407.22,94.0,67.313,52,False,23038.36,10613.0,24.120454545454546,1
775-5575,488,82,8270.64,7169.0,1314.8600000000001,11576.3,8002.0,770.08,8995.619999999999,4234.0,429.014,895.24,235.0,116.454,79,True,29737.8,19640.0,40.24590163934426,1
775-5579,2112,28,11410.4,5921.0,1189.82,14543.8,8080.0,1128.8,31939.420000000002,7372.0,528.624,400.52,131.0,117.13199999999999,100,False,58294.13999999999,21504.0,10.181818181818182,1
775-5585,448,84,31661.962,5492.0,1421.324,12312.0,5446.0,1209.792,12460.92,6136.0,187.264,689.8199999999999,126.0,135.46,98,True,57124.702,17200.0,38.392857142857146,1
775-5596,466,84,29151.32,18843.0,4948.676,16053.92,16341.0,2770.346,24232.62,15925.0,566.98,968.3199999999999,265.0,243.14600000000002,133,True,70406.18000000001,51374.0,110.24463519313305,1
775-5597,2112,211,30915.592,13114.0,1362.8029999999999,18693.7,8497.0,1040.6042,52414.94,9724.0,906.797,780.81,192.0,169.226,85,True,102805.042,31527.0,14.927556818181818,1
775-5599,611,112,5721.3099999999995,4801.0,1042.603,9896.1,4643.0,583.606,5813.32,3346.0,229.435,289.71,92.0,112.21,72,True,21720.44,12882.0,21.083469721767592,1
775-5658,260,0,7822.81,8566.0,1251.983,9673.119999999999,9853.0,1177.504,9041.02,4534.0,312.91,604.4,135.0,163.752,68,True,27141.350000000002,23088.0,88.8,1
775-5756,2211,80,4266.81,2415.0,337.5411,2522.21,1097.0,433.43100000000004,2784.21,1162.0,186.12,182.3,37.0,28.8011,28,True,9755.529999999999,4711.0,2.1307100859339667,1
775-5765,444,88,3996.6099999999997,1724.0,319.90999999999997,2402.21,1513.0,431.33,4049.4,1936.0,92.54,190.5,27.0,36.601,17,True,10638.72,5200.0,11.711711711711711,1
775-5777,2110,44,26338.962,3437.0,564.8,27854.61,3514.0,470.49,4780.6,5821.0,192.6811,299.31,65.0,80.072,46,True,59273.481999999996,12837.0,6.08388625592417,1
775-5779,2110,1111,16574.281,7998.0,634.132,12194.8,6351.0,552.9300000000001,6020.5,6408.0,246.5311,812.22,128.0,127.022,59,True,35601.801,20885.0,9.898104265402843,1
775-5789,911,88,15023.54,6998.0,1442.7962,35377.810000000005,10992.0,1632.541,10634.84,11003.0,649.496,733.52,184.0,166.5933,122,True,61769.71,29177.0,32.027442371020854,1
775-5858,484,112,29384.162,3603.0,3626.992,10949.1,5350.0,779.374,10843.64,6835.0,281.18,679.5,148.0,111.292,101,True,51856.402,15936.0,32.925619834710744,1
775-5879,611,112,1833.1,1458.0,393.46,4438.610000000001,1247.0,407.581,4145.3099999999995,1423.0,134.602,161.9,67.0,35.871,19,True,10578.92,4195.0,6.865793780687397,1
775-5885,467,82,13758.52,4107.0,1337.03,8518.2,4114.0,1218.51,8529.22,9172.0,635.9242,498.02,158.0,117.332,76,True,31303.960000000003,17551.0,37.58244111349036,1
775-5886,489,49,15181.22,4160.0,854.422,15311.9,7453.0,807.25,11982.0,9611.0,435.28999999999996,516.0,135.0,138.602,72,False,42991.119999999995,21359.0,43.67893660531697,1
775-5889,2011,29,20472.5,12850.0,3402.366,21474.04,11325.0,1968.274,21307.1,15055.0,844.934,1288.8,476.0,281.404,191,True,64542.44,39706.0,19.74440576827449,1
775-5898,440,86,15975.72,7443.0,1754.394,12173.119999999999,10382.0,1213.41,11573.9,5171.0,433.552,612.64,172.0,141.0522,81,True,40335.38,23168.0,52.654545454545456,1
775-5899,2011,112,4612.42,7695.0,3022.53,11612.41,7774.0,1116.325,7386.21,4881.0,345.424,296.0,170.0,91.411,62,True,23907.04,20520.0,10.203878667329686,1
775-5956,2211,80,7836.21,4732.0,888.2511,9722.53,2462.0,773.131,6749.3099999999995,6429.0,372.39,362.59999999999997,178.0,72.2631,81,True,24670.65,13801.0,6.241971958389869,1
775-5965,2112,1111,35258.87,25344.0,3473.8002,73859.73,23995.0,3477.3682,71173.16,11796.0,831.3,1597.96,502.0,331.235,174,True,181889.72,61637.0,29.184185606060606,1
775-5967,2112,1111,7789.3,6069.0,1430.654,12255.72,5697.0,1581.682,11847.9,8167.0,376.046,668.4,141.0,145.43,57,True,32561.32,20074.0,9.504734848484848,1
775-5969,606,82,12137.3,6928.0,1766.488,12774.1,4382.0,1207.8319999999999,54792.54,4191.0,904.41,445.82,216.0,120.898,61,False,80149.76000000001,15717.0,25.935643564356436,1
775-5975,1111,82,8423.42,3833.0,1510.0122,12317.34,10756.0,776.012,49596.32,6063.0,337.79200000000003,583.02,102.0,151.422,60,True,70920.1,20754.0,18.68046804680468,1
775-5977,1111,0,16460.281,4254.0,647.77,25392.010000000002,7725.0,489.49,6016.0,4216.0,323.6522,446.72999999999996,85.0,132.592,39,False,48315.021,16280.0,14.653465346534654,1
775-5979,329,89,11208.92,14384.0,4240.216,56615.64,7859.0,1243.272,35907.7,10730.0,607.9111,683.61,162.0,171.433,53,True,104415.87,33135.0,100.71428571428571,1
775-5989,2116,88,6478.6,4401.0,958.034,26807.11,4717.0,1109.411,6500.8,4241.0,393.262,478.42,130.0,110.5033,83,True,40264.93,13489.0,6.37476370510397,1
775-5998,21111,82,11683.8,3894.0,1508.6599999999999,52812.82,3429.0,1232.286,49466.42,13615.0,406.462,660.0,143.0,122.294,98,True,114623.04,21081.0,0.9985789398891574,1
775-5999,911,1111,38476.682,7847.0,2535.336,23104.5,10491.0,1800.9741999999999,41062.46,14917.0,644.8311,969.81,249.0,219.881,147,True,103613.45199999999,33504.0,36.777167947310645,1
775-6588,2211,112,12741.6,5164.0,1376.0919999999999,12225.92,9896.0,1188.57,12205.199999999999,4900.0,420.832,488.24,157.0,101.092,76,True,37660.96,20117.0,9.098597919493441,1
775-6657,611,112,12200.8,8367.0,1497.04,8158.6,7712.0,803.814,52640.14,4504.0,362.794,420.4,147.0,120.62200000000001,62,True,73419.94,20730.0,33.92798690671031,1
775-6677,2112,44,15442.2,4108.0,1355.652,12145.220000000001,8691.0,673.3144,7958.22,5357.0,453.702,428.12,139.0,111.228,65,True,35973.76,18295.0,8.662405303030303,1
775-6779,288,44,4017.7,827.0,277.229,4764.4,1679.0,430.796,2452.8,1665.0,114.911,194.5,33.0,32.469,29,False,11429.399999999998,4204.0,14.597222222222221,1
775-6787,408,48,2604.1,1175.0,504.471,2371.3,1067.0,414.74,2387.8,1605.0,125.9,359.11,33.0,39.196,22,True,7722.3099999999995,3880.0,9.509803921568627,1
775-6875,446,82,8106.1,9110.0,1050.474,11189.4,8619.0,744.614,15969.82,4466.0,341.182,966.62,154.0,155.16,111,False,36231.94,22349.0,50.10986547085202,1
775-6958,2112,1111,17553.1,16171.0,3096.37,63223.7,12218.0,2014.6219999999998,20264.84,14666.0,646.52,1177.02,304.0,253.648,111,True,102218.65999999999,43359.0,20.529829545454547,1
775-6977,484,22,2334.0,1805.0,443.991,4287.1,1961.0,240.596,2487.91,1539.0,169.52,208.89999999999998,32.0,44.081,33,False,9317.91,5337.0,11.026859504132231,1
775-6979,484,1111,15945.02,13696.0,1670.5132,24203.399999999998,15884.0,2713.292,60782.9,13322.0,611.1752,751.5,251.0,162.51500000000001,141,True,101682.82,43153.0,89.1590909090909,1
775-6989,449,44,8813.1,5426.0,1602.301,10067.4,7378.0,760.64,6097.599999999999,4696.0,288.854,656.11,112.0,91.836,40,True,25634.21,17612.0,39.224944320712694,1
775-6997,2211,26,8439.62,5465.0,4085.5022000000004,9566.6,3525.0,1169.09,12262.699999999999,5306.0,421.142,964.52,121.0,178.87199999999999,68,True,31233.44,14417.0,6.520578923563998,1
775-6999,21111,32,9953.32,3550.0,1219.871,7840.5,3430.0,584.846,6201.21,6574.0,351.832,497.9,99.0,111.951,96,False,24492.93,13653.0,0.6467244564445076,1
775-7557,2116,89,8619.9,5744.0,3785.0442,6637.7,4859.0,1016.6220000000001,15822.9,6604.0,359.1222,603.84,130.0,147.9522,54,True,31684.34,17337.0,8.193289224952741,1
